Date,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustSpeed,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday,RISK_MM,RainTomorrow
5/19/2009,16.6,22.0,38.8,,,72.0,46.0,39.0,62.0,65.0,1019.5,1015.6,,,21.8,21.5,Yes,28.8,Yes
1/30/2011,24.0,40.7,,,11.9,57.0,20.0,35.0,56.0,26.0,1008.5,1005.0,8.0,,29.8,39.2,,4.2,Yes
3/4/2009,6.5,16.2,2.0,,,63.0,26.0,37.0,74.0,63.0,1011.4,1012.2,4.0,2.0,10.0,13.2,Yes,2.8,Yes
3/13/2009,20.5,23.7,0.0,,,35.0,7.0,7.0,82.0,79.0,1018.5,1016.5,8.0,7.0,21.7,22.9,No,0.8,No
4/26/2009,7.5,26.3,0.0,3.2,9.4,31.0,6.0,22.0,68.0,46.0,1023.7,1019.9,1.0,6.0,18.1,24.5,No,0.0,No
6/12/2010,6.9,16.7,0.0,2.8,5.5,24.0,11.0,13.0,78.0,42.0,1030.3,1028.5,6.0,6.0,11.5,15.9,No,0.0,No
12/9/2010,21.3,36.3,17.0,11.0,7.8,52.0,17.0,11.0,71.0,,1008.2,1004.2,2.0,7.0,27.2,32.6,Yes,36.6,Yes
1/19/2012,21.0,27.0,0.0,7.8,,44.0,17.0,20.0,82.0,67.0,1017.3,1017.3,,,23.0,25.4,No,0.0,No
3/16/2009,12.6,21.7,0.0,5.2,1.8,33.0,13.0,17.0,86.0,50.0,1017.2,1016.0,6.0,7.0,14.9,20.1,No,0.0,No
8/17/2009,6.9,14.3,13.6,1.8,8.8,80.0,28.0,28.0,64.0,69.0,1014.6,1017.7,4.0,4.0,11.2,12.7,Yes,1.2,Yes
7/12/2009,10.3,16.8,0.0,,,35.0,19.0,22.0,79.0,74.0,1014.8,1010.2,,,12.6,15.3,No,0.2,No
9/27/2008,6.5,25.7,0.0,4.8,10.5,50.0,2.0,24.0,62.0,25.0,1022.8,1016.4,5.0,1.0,15.9,24.7,No,0.0,No
2/4/2009,17.8,34.2,0.0,,13.0,43.0,19.0,24.0,59.0,28.0,1012.0,1009.5,2.0,0.0,23.1,32.1,No,0.0,No
6/4/2011,10.4,18.6,0.0,5.3,6.9,31.0,6.0,13.0,84.0,39.0,1019.9,1018.4,5.0,5.0,12.8,18.3,No,0.0,No
11/23/2010,23.5,36.4,0.0,9.4,7.7,35.0,13.0,13.0,34.0,20.0,1015.6,1012.2,,,27.6,35.9,No,0.0,No
2/1/2009,23.3,37.4,0.4,6.4,13.1,39.0,19.0,22.0,67.0,40.0,1011.7,1008.8,0.0,1.0,27.5,35.9,No,0.0,No
10/24/2011,19.2,30.8,0.0,,,50.0,24.0,31.0,49.0,72.0,1012.5,1006.9,,,25.2,23.1,No,0.4,No
8/6/2011,5.9,20.5,0.0,3.0,9.7,48.0,28.0,24.0,42.0,32.0,1017.9,1014.3,1.0,2.0,13.1,20.1,No,1.4,Yes
4/3/2010,10.9,16.8,0.0,4.8,2.6,43.0,17.0,26.0,58.0,65.0,1024.8,1023.5,8.0,8.0,14.1,15.9,No,0.0,No
10/31/2008,14.3,18.1,0.0,7.6,12.1,46.0,20.0,17.0,73.0,60.0,1018.1,1020.0,,,15.4,17.5,No,,
4/8/2010,20.2,26.1,0.0,3.2,2.7,50.0,20.0,7.0,61.0,75.0,1014.8,1010.9,7.0,5.0,23.4,24.0,No,0.4,No
7/21/2011,1.8,16.6,0.0,2.4,9.6,28.0,6.0,17.0,75.0,42.0,1021.8,1019.6,1.0,2.0,8.5,16.1,No,0.0,No
3/14/2009,16.6,21.1,0.2,6.8,7.7,61.0,20.0,33.0,89.0,42.0,1013.6,1014.0,8.0,6.0,17.0,19.4,No,0.0,No
7/24/2010,4.4,10.1,0.0,,,28.0,9.0,13.0,80.0,73.0,1032.9,1030.6,7.0,8.0,6.5,8.8,No,0.0,No
2/17/2010,15.2,27.1,0.0,,,,13.0,11.0,68.0,50.0,1017.1,1015.5,,,19.9,26.3,No,,
8/31/2010,7.5,13.6,0.2,3.2,0.2,46.0,17.0,17.0,62.0,62.0,1021.8,1015.2,7.0,7.0,13.0,12.4,No,7.6,Yes
6/6/2011,10.0,15.4,4.0,2.4,0.0,22.0,6.0,13.0,82.0,55.0,1021.3,1019.4,,,10.9,14.4,Yes,1.0,No
4/27/2010,6.7,17.5,4.2,,,43.0,4.0,17.0,86.0,49.0,1011.8,1011.5,,,13.3,16.3,Yes,1.7,Yes
4/26/2009,10.2,26.2,0.0,4.8,11.2,31.0,11.0,13.0,34.0,23.0,1018.8,1015.5,0.0,0.0,19.2,25.3,No,0.0,No
6/29/2009,13.7,16.2,14.8,7.2,3.8,83.0,33.0,44.0,81.0,70.0,996.8,997.0,6.0,6.0,14.4,13.3,Yes,8.8,Yes
11/27/2009,15.9,30.4,3.0,1.8,7.8,80.0,17.0,11.0,90.0,44.0,1007.2,1002.8,,,18.4,28.3,Yes,9.2,Yes
4/2/2009,19.7,24.0,29.8,,,46.0,17.0,19.0,93.0,85.0,1022.6,1021.2,,,20.6,23.0,Yes,2.2,Yes
5/20/2011,7.6,22.0,0.0,,,9.0,0.0,0.0,100.0,52.0,,,,,8.4,21.8,No,0.2,No
7/27/2010,8.0,16.8,2.4,1.2,0.7,30.0,11.0,11.0,97.0,78.0,1035.4,1032.5,7.0,8.0,11.3,14.6,Yes,1.0,No
9/11/2009,11.8,26.3,0.0,4.8,11.2,33.0,7.0,13.0,39.0,25.0,1023.1,1019.5,1.0,1.0,19.7,24.4,No,0.0,No
9/14/2010,7.0,19.4,0.0,,10.8,39.0,9.0,9.0,58.0,43.0,1027.7,1023.0,0.0,0.0,13.5,19.2,No,0.0,No
2/19/2011,16.5,22.7,28.6,4.6,5.1,48.0,19.0,17.0,93.0,68.0,1008.4,1009.6,8.0,7.0,17.0,21.1,Yes,0.4,No
5/21/2009,14.7,23.2,76.2,,9.1,43.0,7.0,7.0,72.0,54.0,1009.0,1006.3,7.0,1.0,18.4,22.2,Yes,0.0,No
1/25/2011,21.1,25.0,0.0,,,39.0,9.0,7.0,76.0,77.0,1008.6,1006.7,8.0,,22.7,23.8,No,0.0,No
3/23/2009,23.2,31.1,0.0,7.8,9.7,48.0,24.0,31.0,61.0,48.0,1012.1,1008.7,7.0,7.0,28.3,30.5,No,1.4,Yes
10/15/2009,11.8,25.4,0.0,12.2,10.8,61.0,31.0,35.0,37.0,20.0,1009.6,1006.5,1.0,4.0,19.3,24.6,No,0.0,No
1/16/2011,20.8,28.5,4.6,,,31.0,2.0,15.0,83.0,73.0,1010.6,1007.6,,,23.0,27.0,Yes,0.0,No
11/27/2010,12.8,23.1,0.0,,,22.0,9.0,6.0,79.0,89.0,1013.9,1008.8,,,16.4,19.8,No,9.8,Yes
9/30/2011,5.5,29.6,0.0,8.0,10.7,67.0,15.0,28.0,12.0,4.0,1015.0,1010.7,0.0,,21.5,28.2,No,0.0,No
1/25/2011,21.7,28.5,0.0,10.6,10.2,50.0,4.0,20.0,70.0,64.0,1008.0,1006.9,,,24.3,27.2,No,0.0,No
6/10/2009,8.1,14.5,0.0,3.0,,46.0,22.0,28.0,39.0,35.0,1013.4,1014.1,,,11.1,13.0,No,0.0,No
2/4/2010,21.7,28.7,12.8,6.8,4.6,52.0,15.0,30.0,91.0,77.0,1012.4,1009.5,7.0,7.0,24.8,26.4,Yes,2.8,Yes
7/26/2010,21.2,25.3,6.8,2.8,0.1,43.0,19.0,26.0,84.0,84.0,1019.4,1017.8,8.0,8.0,23.3,23.7,Yes,15.6,Yes
1/29/2009,24.5,31.8,17.0,5.4,2.8,65.0,13.0,20.0,85.0,86.0,1005.6,1003.5,7.0,8.0,28.2,26.2,Yes,41.4,Yes
2/1/2010,15.5,31.9,0.0,25.4,7.4,30.0,15.0,7.0,50.0,23.0,1015.5,1011.3,,,18.7,31.1,No,0.0,No
8/11/2009,2.7,15.5,1.6,1.6,,,,,91.0,86.0,,,,,6.7,10.1,Yes,11.0,Yes
1/23/2010,15.3,21.1,0.0,11.4,8.4,54.0,17.0,30.0,56.0,45.0,1013.2,1015.1,7.0,3.0,17.6,19.5,No,0.0,No
8/22/2010,1.0,16.8,0.0,3.8,6.1,26.0,13.0,7.0,64.0,39.0,1023.5,1019.8,4.0,6.0,9.7,15.7,No,7.8,Yes
7/14/2010,13.5,17.3,4.0,,,65.0,33.0,20.0,50.0,37.0,1007.6,1007.7,,,14.6,16.5,Yes,0.2,No
6/14/2010,-2.0,13.2,0.0,,,17.0,0.0,6.0,85.0,50.0,1035.2,1032.0,,6.0,2.2,12.6,No,0.0,No
7/9/2011,7.3,13.3,2.2,1.0,6.8,37.0,11.0,19.0,93.0,76.0,1022.5,1020.0,,,8.5,12.2,Yes,0.0,No
3/20/2010,19.8,29.0,0.0,6.2,11.1,,15.0,15.0,64.0,68.0,1021.0,1019.5,3.0,1.0,22.8,26.5,No,0.0,No
4/18/2009,14.1,21.1,0.0,5.2,7.9,59.0,30.0,41.0,68.0,62.0,1020.1,1018.3,1.0,4.0,19.6,20.2,No,4.2,Yes
11/20/2009,21.0,33.2,0.0,8.8,7.6,,9.0,4.0,71.0,52.0,1009.8,1005.7,0.0,8.0,26.2,29.0,No,0.0,No
12/20/2010,25.5,34.5,0.0,6.6,6.8,33.0,7.0,13.0,63.0,78.0,1005.8,1002.6,7.0,7.0,32.1,27.7,No,8.2,Yes
10/20/2010,12.6,20.0,0.0,,,,7.0,28.0,70.0,65.0,1028.7,1025.5,1.0,,17.3,19.0,No,,
5/25/2011,10.2,15.3,55.8,,,,37.0,28.0,94.0,88.0,,,8.0,6.0,11.0,13.4,Yes,0.0,No
9/21/2009,14.0,23.5,0.0,,,,11.0,4.0,74.0,63.0,,,7.0,8.0,19.0,20.1,No,0.0,No
12/23/2011,17.8,28.5,0.0,8.0,12.5,39.0,15.0,20.0,65.0,51.0,1012.8,1010.8,5.0,3.0,24.2,26.8,No,0.0,No
12/10/2008,26.0,32.6,0.2,5.8,4.0,28.0,15.0,11.0,80.0,72.0,1009.9,1007.5,7.0,7.0,28.9,29.5,No,0.4,No
5/10/2009,5.4,19.5,0.0,,,17.0,0.0,7.0,69.0,40.0,1025.1,1022.3,,,11.7,19.1,No,0.0,No
1/8/2010,17.4,36.4,0.0,,,30.0,6.0,13.0,50.0,19.0,1018.0,1014.6,,,24.6,35.3,No,0.0,No
5/8/2009,10.0,25.5,0.0,4.2,9.8,37.0,20.0,11.0,40.0,24.0,1029.0,1024.7,1.0,1.0,17.4,24.8,No,0.0,No
1/25/2009,10.7,32.9,0.0,9.4,13.1,26.0,15.0,13.0,54.0,13.0,1017.4,1016.0,0.0,0.0,17.7,30.9,No,0.0,No
11/27/2010,18.2,25.8,0.0,6.0,10.8,63.0,6.0,28.0,77.0,56.0,1015.6,1012.0,,,22.3,25.5,No,0.0,No
12/10/2010,14.0,21.1,2.4,4.8,8.3,52.0,19.0,20.0,44.0,26.0,1011.2,1008.7,5.0,6.0,15.1,19.8,Yes,0.2,No
12/2/2011,12.6,30.9,0.0,,,43.0,17.0,26.0,42.0,34.0,1018.5,1015.7,,,24.1,28.0,No,0.0,No
5/14/2010,1.0,17.9,0.4,,9.4,37.0,7.0,22.0,96.0,42.0,1020.5,1018.7,8.0,4.0,6.5,17.3,No,0.0,No
3/24/2009,15.5,26.6,0.0,3.4,11.1,30.0,7.0,17.0,75.0,56.0,1020.2,1018.5,1.0,1.0,22.5,25.7,No,0.0,No
3/3/2010,25.8,32.6,0.0,4.0,10.4,26.0,6.0,15.0,69.0,62.0,1005.7,1002.7,4.0,6.0,29.9,31.9,No,11.4,Yes
5/27/2009,9.4,16.8,0.0,1.4,5.7,26.0,0.0,13.0,88.0,56.0,1021.4,1018.7,7.0,1.0,11.5,14.9,No,0.0,No
3/23/2009,13.8,24.7,0.0,4.4,8.0,31.0,9.0,17.0,70.0,60.0,1014.0,1013.3,2.0,7.0,18.2,23.5,No,2.6,Yes
1/25/2009,6.5,20.4,0.0,5.2,13.3,39.0,7.0,24.0,78.0,54.0,1018.5,1018.9,4.0,2.0,13.8,19.6,No,0.0,No
10/7/2010,7.7,17.5,17.4,7.6,10.6,52.0,26.0,24.0,59.0,33.0,1022.8,1023.0,3.0,4.0,10.9,15.4,Yes,0.0,No
9/15/2009,17.1,33.9,0.0,13.2,9.8,56.0,22.0,20.0,21.0,13.0,1018.7,1011.4,3.0,1.0,23.0,33.2,No,0.0,No
9/26/2011,3.4,19.6,0.0,3.4,5.5,37.0,9.0,15.0,71.0,57.0,1019.7,1015.4,,,13.7,17.8,No,0.0,No
2/4/2010,23.9,33.3,0.0,15.2,6.3,70.0,30.0,26.0,55.0,68.0,1010.6,1006.8,7.0,7.0,26.0,26.5,No,6.4,Yes
3/4/2011,6.2,13.7,1.8,5.0,7.9,67.0,24.0,28.0,56.0,42.0,1009.1,1013.3,,,9.0,12.9,Yes,0.6,No
3/8/2010,23.1,33.5,0.0,6.8,10.7,28.0,6.0,15.0,58.0,57.0,1011.2,1009.0,4.0,3.0,29.9,32.5,No,0.0,No
8/10/2009,-1.0,4.7,0.0,,,39.0,19.0,17.0,54.0,54.0,,,,,1.0,2.9,No,1.2,Yes
6/30/2009,8.1,21.7,0.0,,,24.0,11.0,17.0,71.0,46.0,1018.0,1014.8,,,14.9,20.5,No,0.0,No
3/25/2011,14.5,22.7,0.0,6.2,,39.0,17.0,20.0,66.0,38.0,1015.5,1014.7,7.0,3.0,15.3,22.5,No,0.0,No
1/31/2011,19.8,36.8,0.0,11.4,14.0,33.0,19.0,9.0,63.0,23.0,1018.0,1013.1,0.0,0.0,24.8,34.7,No,0.0,No
7/2/2010,9.0,13.8,17.2,,,46.0,17.0,20.0,67.0,51.0,1025.4,1024.9,,,11.4,12.0,Yes,1.8,Yes
2/7/2011,17.0,22.4,16.6,,,63.0,11.0,11.0,84.0,67.0,1023.5,1020.5,,,17.8,22.4,Yes,0.0,No
9/29/2010,3.8,13.8,0.2,5.0,9.5,56.0,33.0,30.0,62.0,70.0,1021.2,1021.2,2.0,4.0,9.2,9.6,No,1.8,Yes
12/10/2011,17.0,31.1,0.0,4.6,7.8,43.0,9.0,13.0,57.0,33.0,1007.1,1003.5,5.0,7.0,23.5,30.7,No,0.4,No
1/17/2012,19.0,36.0,0.0,8.0,1.8,59.0,17.0,22.0,38.0,22.0,1012.3,1009.2,,,25.1,32.8,No,18.2,Yes
4/10/2009,17.2,35.5,0.0,7.8,10.5,57.0,31.0,17.0,52.0,15.0,1016.1,1011.3,1.0,2.0,20.8,34.6,No,0.0,No
2/22/2010,20.3,31.0,0.2,7.0,10.6,48.0,7.0,15.0,64.0,66.0,1019.2,1015.6,6.0,3.0,27.0,29.3,No,0.0,No
3/3/2011,11.2,24.3,0.0,5.4,11.9,33.0,9.0,17.0,58.0,43.0,1018.1,1016.1,,,16.6,22.9,No,0.0,No
3/17/2011,17.7,25.8,0.0,,,35.0,17.0,20.0,81.0,71.0,1014.4,1011.8,,,21.1,24.3,No,0.0,No
10/27/2011,5.1,19.1,0.0,,,31.0,2.0,20.0,74.0,55.0,1024.9,1020.9,,,13.0,18.5,No,2.0,Yes
8/14/2011,12.2,25.8,0.0,6.8,10.1,33.0,9.0,26.0,59.0,60.0,1020.8,1017.3,2.0,1.0,20.7,23.5,No,0.0,No
10/2/2011,2.9,12.7,0.6,1.4,10.5,26.0,13.0,19.0,67.0,51.0,1025.3,1024.0,,,6.4,12.2,No,0.2,No
7/11/2011,6.6,12.3,0.0,,,28.0,13.0,15.0,83.0,70.0,,,,,10.1,12.1,No,0.8,No
3/6/2010,19.6,30.3,11.2,,,28.0,9.0,7.0,93.0,58.0,1012.3,1010.5,,,21.1,29.1,Yes,0.0,No
4/5/2010,13.4,26.9,0.0,4.6,9.9,35.0,13.0,15.0,66.0,39.0,1018.2,1014.6,1.0,3.0,18.1,25.2,No,0.0,No
3/11/2009,23.5,36.4,0.0,12.0,8.1,48.0,7.0,20.0,23.0,11.0,1012.7,1006.7,5.0,3.0,27.3,35.5,No,0.2,No
10/24/2011,11.7,19.0,1.8,,,41.0,15.0,26.0,93.0,61.0,1020.4,1017.2,,,13.6,18.1,Yes,0.0,No
2/17/2011,16.5,21.1,0.0,4.6,2.8,54.0,13.0,24.0,70.0,83.0,1011.5,1015.0,,,19.8,15.1,No,0.0,No
11/1/2010,4.7,21.5,0.0,6.4,12.2,43.0,30.0,19.0,30.0,21.0,1019.9,1015.7,4.0,5.0,14.7,20.1,No,0.0,No
3/11/2010,8.0,21.7,0.0,4.0,8.4,30.0,13.0,9.0,84.0,39.0,1034.6,1033.7,7.0,3.0,12.0,20.4,No,0.0,No
4/15/2010,14.0,22.1,0.0,,,33.0,9.0,20.0,71.0,76.0,1021.9,1021.4,,,19.8,21.2,No,0.0,No
1/1/2009,24.8,31.9,1.4,6.4,4.8,39.0,2.0,19.0,77.0,69.0,1008.0,1005.4,7.0,7.0,28.8,29.9,Yes,0.8,No
6/18/2009,14.0,26.9,0.0,4.4,8.9,37.0,6.0,31.0,67.0,59.0,1019.0,1015.6,5.0,5.0,20.6,24.2,No,0.0,No
10/10/2011,8.6,19.3,0.0,,,39.0,17.0,24.0,65.0,68.0,1020.3,1016.5,,,14.0,17.1,No,0.0,No
5/16/2011,-0.1,14.5,0.0,1.6,9.9,20.0,0.0,13.0,74.0,45.0,1034.5,1030.9,1.0,1.0,8.4,14.0,No,0.0,No
10/19/2009,8.1,29.5,0.0,10.2,12.3,39.0,20.0,9.0,14.0,9.0,1022.4,1016.8,0.0,0.0,21.3,28.1,No,0.0,No
3/23/2009,27.2,32.9,0.0,7.6,7.0,33.0,17.0,24.0,75.0,63.0,1011.0,1008.3,7.0,7.0,29.5,31.9,No,0.6,No
2/24/2010,12.7,23.3,0.0,6.4,12.5,41.0,9.0,22.0,63.0,49.0,1023.2,1022.4,3.0,1.0,17.1,22.5,No,0.0,No
11/21/2011,7.7,23.5,0.0,,,41.0,19.0,20.0,59.0,53.0,1022.4,1019.3,,,18.2,22.1,No,0.2,No
10/22/2011,13.4,24.0,0.0,5.8,12.0,46.0,20.0,31.0,62.0,60.0,1025.0,1022.6,2.0,2.0,21.5,22.9,No,0.0,No
10/17/2009,7.3,24.5,0.0,,,35.0,6.0,9.0,49.0,24.0,,,,,15.8,23.6,No,0.0,No
10/5/2011,10.1,22.1,0.4,,,33.0,7.0,7.0,77.0,42.0,,,,,15.3,20.9,No,0.0,No
9/28/2011,9.4,22.2,0.0,4.8,4.8,30.0,13.0,9.0,62.0,80.0,1015.7,1012.8,6.0,7.0,16.9,17.9,No,14.4,Yes
9/22/2009,11.5,20.2,8.4,,,50.0,17.0,13.0,77.0,55.0,1002.6,999.2,8.0,1.0,15.5,19.2,Yes,28.8,Yes
9/11/2011,4.9,19.1,0.6,3.2,8.9,41.0,11.0,19.0,93.0,42.0,1023.1,1020.4,7.0,2.0,9.0,17.4,No,0.0,No
1/9/2011,13.9,31.8,0.0,,,44.0,13.0,26.0,47.0,24.0,,,,,23.4,30.6,No,0.0,No
5/25/2011,4.2,13.1,0.2,1.6,4.6,35.0,15.0,20.0,87.0,61.0,1022.4,1021.4,0.0,7.0,7.9,12.2,No,0.0,No
7/29/2009,9.0,14.4,1.4,2.0,6.9,70.0,11.0,20.0,48.0,44.0,1013.5,1013.9,5.0,6.0,11.3,12.4,Yes,0.0,No
6/4/2010,3.4,14.9,0.4,0.4,8.2,24.0,11.0,11.0,96.0,62.0,1024.4,1021.7,1.0,5.0,9.2,14.5,No,8.4,Yes
11/26/2010,18.7,25.9,0.0,11.6,9.0,37.0,9.0,28.0,55.0,61.0,1017.3,1015.3,6.0,7.0,24.5,24.3,No,0.0,No
8/31/2009,6.4,14.3,0.2,,,76.0,37.0,24.0,,51.0,998.6,1002.3,,,,11.5,No,0.0,No
3/8/2009,13.4,21.5,0.0,4.2,5.0,35.0,11.0,13.0,65.0,46.0,1021.2,1020.0,7.0,3.0,14.5,19.8,No,0.0,No
9/8/2008,9.4,17.5,0.0,3.4,9.9,,15.0,24.0,68.0,51.0,1019.5,1018.2,1.0,2.0,13.9,16.4,No,0.0,No
3/27/2011,9.5,22.8,0.0,,,35.0,15.0,6.0,78.0,47.0,1025.4,1023.9,0.0,2.0,13.3,21.8,No,0.0,No
5/26/2011,-2.1,6.1,0.0,,,33.0,7.0,11.0,82.0,88.0,,,,,1.0,3.4,No,0.0,No
2/24/2011,11.0,22.3,0.0,,,28.0,6.0,11.0,89.0,52.0,1016.7,1013.4,,,13.5,21.1,No,0.0,No
7/13/2008,0.5,11.0,0.0,1.0,0.9,31.0,0.0,15.0,92.0,69.0,1024.4,1021.9,7.0,7.0,2.8,10.7,No,0.0,No
1/4/2011,19.0,36.3,0.0,,,44.0,19.0,13.0,53.0,26.0,,,,,27.7,34.3,No,0.0,No
3/28/2010,17.4,33.6,0.0,5.8,11.4,20.0,0.0,6.0,48.0,25.0,1012.2,1007.5,1.0,1.0,26.1,33.1,No,0.0,No
12/20/2010,17.0,29.5,0.0,7.8,,,30.0,24.0,27.0,19.0,1010.0,1007.3,3.0,2.0,23.4,28.6,No,0.0,No
1/21/2011,15.3,32.4,0.0,8.0,11.5,54.0,33.0,30.0,56.0,47.0,1009.0,1010.6,7.0,2.0,23.4,27.0,No,0.0,No
9/14/2011,-2.1,20.6,0.0,3.6,9.6,56.0,19.0,28.0,47.0,28.0,1022.2,1019.2,0.0,5.0,12.0,19.0,No,0.0,No
3/7/2011,21.6,34.9,0.0,19.6,6.5,57.0,13.0,22.0,37.0,26.0,1013.3,1009.3,,,28.6,34.0,No,30.2,Yes
1/20/2012,16.3,21.5,0.0,7.0,0.0,30.0,15.0,15.0,76.0,67.0,1017.7,1016.1,8.0,8.0,17.6,19.9,No,0.0,No
10/31/2011,14.7,19.0,0.2,6.2,12.0,46.0,24.0,31.0,55.0,61.0,1021.1,1020.1,2.0,1.0,17.8,18.3,No,0.0,No
10/9/2009,8.7,17.3,0.0,1.3,,44.0,24.0,30.0,57.0,80.0,1026.0,1026.8,,,14.2,12.6,No,0.0,No
7/21/2009,7.2,13.5,6.6,2.6,4.9,50.0,19.0,17.0,58.0,55.0,1008.7,1005.7,6.0,8.0,10.6,12.2,Yes,1.6,Yes
8/23/2009,12.9,19.3,2.4,2.4,5.1,44.0,28.0,30.0,90.0,78.0,1014.7,1013.3,8.0,5.0,16.0,17.7,Yes,0.0,No
10/31/2009,11.6,24.5,0.0,6.6,11.6,50.0,26.0,33.0,55.0,42.0,1019.3,1017.4,1.0,1.0,18.6,22.4,No,0.0,No
8/14/2010,4.6,12.0,0.0,1.8,8.2,50.0,20.0,22.0,74.0,61.0,1015.5,1010.9,3.0,6.0,7.4,10.4,No,1.0,No
1/15/2009,,,,5.0,12.1,,,,,,,,,,,,,,
2/7/2011,18.4,32.8,0.0,10.8,11.9,56.0,35.0,20.0,35.0,18.0,1015.9,1011.9,4.0,4.0,23.8,31.9,No,0.0,No
6/14/2009,6.8,20.0,0.0,,,,0.0,,72.0,,,,7.0,,10.4,,No,0.0,No
8/4/2009,5.5,19.1,0.0,3.0,5.5,33.0,11.0,19.0,75.0,42.0,1022.0,1017.7,8.0,6.0,10.9,17.7,No,0.0,No
9/16/2011,12.0,27.2,0.0,,,30.0,13.0,26.0,38.0,54.0,1020.7,1016.3,,,21.6,24.4,No,0.0,No
3/13/2009,14.5,30.8,5.6,3.8,9.8,22.0,0.0,9.0,95.0,42.0,1016.8,1013.5,2.0,4.0,17.4,28.7,Yes,0.2,No
2/12/2011,13.5,18.9,6.6,10.4,8.8,41.0,28.0,24.0,73.0,50.0,1020.4,1019.8,7.0,7.0,14.4,18.0,Yes,0.0,No
7/23/2009,11.2,16.3,19.0,,3.8,39.0,20.0,9.0,95.0,64.0,1018.1,1017.6,8.0,5.0,11.9,16.3,Yes,3.8,Yes
2/16/2011,19.6,27.2,1.4,,,,2.0,2.0,79.0,69.0,,,8.0,5.0,22.4,27.0,Yes,0.0,No
11/3/2009,14.9,29.3,0.0,9.2,12.5,26.0,7.0,13.0,47.0,51.0,1019.3,1014.4,1.0,0.0,24.3,27.3,No,0.0,No
9/12/2009,14.3,18.3,38.6,2.6,10.0,74.0,35.0,35.0,74.0,67.0,1015.2,1014.4,6.0,3.0,17.2,17.3,Yes,0.0,No
8/6/2011,19.2,26.7,2.2,1.6,6.0,43.0,19.0,24.0,72.0,61.0,1018.9,1016.7,3.0,7.0,22.0,23.1,Yes,2.2,Yes
6/29/2009,6.7,16.4,1.6,1.0,4.5,48.0,17.0,24.0,99.0,67.0,1003.4,1000.9,7.0,,10.8,15.9,Yes,0.0,No
11/25/2010,18.5,26.0,0.0,8.8,12.1,44.0,17.0,20.0,67.0,53.0,1020.5,1017.7,1.0,1.0,22.5,25.2,No,0.0,No
1/31/2009,,,,8.6,9.7,,,,,,,,,,,,,,
5/30/2010,12.1,18.1,0.6,0.6,0.0,54.0,26.0,22.0,85.0,62.0,1010.9,1012.7,7.0,7.0,15.2,17.3,No,0.0,No
10/14/2009,7.8,16.3,13.8,2.6,,57.0,15.0,22.0,81.0,62.0,1001.9,1003.8,7.0,4.0,10.3,15.0,Yes,0.6,No
10/9/2011,13.7,23.5,0.2,,,31.0,7.0,11.0,81.0,39.0,1008.6,1004.9,,,17.1,22.6,No,0.0,No
8/13/2010,7.1,14.0,0.0,,,24.0,15.0,9.0,87.0,65.0,1017.5,1014.0,6.0,7.0,9.2,12.6,No,0.0,No
9/26/2010,6.0,25.4,0.0,,,35.0,0.0,11.0,50.0,29.0,1020.8,1016.1,,,17.6,25.1,No,0.0,No
5/10/2011,10.4,16.0,2.8,,,52.0,26.0,26.0,60.0,59.0,1016.6,1013.8,,1.0,13.1,15.6,Yes,0.0,No
10/19/2011,14.1,34.7,0.0,12.8,10.4,37.0,26.0,11.0,25.0,11.0,1016.5,1012.0,1.0,4.0,28.2,33.5,No,0.0,No
7/15/2011,10.2,16.6,0.0,2.8,1.8,,4.0,11.0,68.0,93.0,1008.3,1007.3,7.0,6.0,16.2,14.1,No,9.8,Yes
3/20/2011,17.8,26.9,1.8,1.2,7.2,33.0,11.0,26.0,98.0,67.0,1010.7,1008.3,7.0,2.0,20.4,25.4,Yes,3.6,Yes
3/27/2009,10.8,18.9,0.0,5.2,6.7,54.0,4.0,30.0,54.0,40.0,1021.3,1019.9,1.0,7.0,13.8,18.8,No,0.0,No
1/21/2009,,,,7.0,10.8,,,,,,,,,,,,,,
10/14/2010,14.7,28.6,10.4,,,26.0,17.0,9.0,78.0,53.0,1011.5,1008.3,,,20.9,27.2,Yes,0.2,No
8/29/2011,6.2,10.5,0.0,,,43.0,15.0,22.0,93.0,75.0,1019.1,1020.6,5.0,8.0,7.9,8.3,No,0.6,No
5/16/2011,6.5,20.2,0.0,2.0,10.1,20.0,7.0,9.0,64.0,45.0,1029.6,1026.7,1.0,0.0,17.0,19.9,No,0.0,No
1/16/2009,17.3,22.8,0.0,5.2,11.9,26.0,13.0,15.0,63.0,61.0,1016.9,1016.2,1.0,1.0,21.3,21.6,No,0.0,No
3/28/2010,11.7,19.2,1.4,0.6,0.1,48.0,22.0,22.0,92.0,95.0,1011.5,1007.3,,,15.5,17.5,Yes,16.8,Yes
2/12/2009,23.6,27.0,0.0,6.4,5.0,50.0,28.0,24.0,87.0,87.0,1008.8,1008.3,4.0,4.0,25.2,26.2,No,5.8,Yes
4/29/2009,1.7,11.1,0.4,0.8,5.9,30.0,20.0,7.0,79.0,49.0,1025.2,1024.1,1.0,7.0,4.3,10.1,No,0.0,No
